"","commongenes"
"3956","KIZ"
"3957","KLC1"
"3958","KLF10"
"3959","KLF11"
"3960","KLF13"
"3961","KLF15"
"3962","KLF2"
"3963","KLF3"
"3964","KLF4"
"3965","KLF5"
"3966","KLF6"
"3967","KLF7"
"3968","KLF9"
"3969","KLHDC10"
"3970","KLHDC2"
"3971","KLHDC3"
"3972","KLHDC4"
"3973","KLHDC8B"
"3974","KLHDC9"
"3975","KLHL15"
"3976","KLHL17"
"3977","KLHL20"
"3978","KLHL21"
"3979","KLHL23"
"3980","KLHL25"
"3981","KLHL26"
"3982","KLHL28"
"3983","KLHL36"
"3984","KLHL42"
"3985","KLHL5"
"3986","KLHL7"
"3987","KLHL8"
"3988","KLHL9"
"3989","KLK1"
"3990","KLRB1"
"3991","KLRG1"
"3992","KMT2A"
"3993","KMT2C"
"3994","KMT5A"
"3995","KMT5B"
"3996","KNOP1"
"3997","KNSTRN"
"3998","KNTC1"
"3999","KPNA2"
"4000","KPNA4"
"4001","KPNA6"
"4002","KPNB1"
"4003","KPTN"
"4004","KRBA1"
"4005","KRCC1"
"4006","KREMEN2"
"4007","KRI1"
"4008","KRR1"
"4009","KRT10"
"4010","KRT17"
"4011","KRT18"
"4012","KRT23"
"4013","KRT8"
"4014","KRT80"
"4015","KRTCAP2"
"4016","KRTCAP3"
"4017","KSR1"
"4018","KTI12"
"4019","KXD1"
"4020","KYAT3"
"4021","KYNU"
"4022","LACTB"
"4023","LACTB2"
"4024","LAG3"
"4025","LAGE3"
"4026","LAIR1"
"4027","LAIR2"
"4028","LAMA2"
"4029","LAMA4"
"4030","LAMA5"
"4031","LAMB1"
"4032","LAMB2"
"4033","LAMC1"
"4034","LAMC3"
"4035","LAMP1"
"4036","LAMP2"
"4037","LAMP5"
"4038","LAMTOR1"
"4039","LAMTOR2"
"4040","LAMTOR3"
"4041","LAMTOR4"
"4042","LAMTOR5"
"4043","LANCL1"
"4044","LANCL2"
"4045","LAP3"
"4046","LAPTM4A"
"4047","LAPTM4B"
"4048","LAPTM5"
"4049","LARP1"
"4050","LARP1B"
"4051","LARP4"
"4052","LARP4B"
"4053","LARP6"
"4054","LARP7"
"4055","LARS1"
"4056","LAS1L"
"4057","LASP1"
"4058","LAT2"
"4059","LATS2"
"4060","LAX1"
"4061","LBH"
"4062","LBHD1"
"4063","LBR"
"4064","LCAT"
"4065","LCK"
"4066","LCLAT1"
"4067","LCMT1"
"4068","LCMT2"
"4069","LCN2"
"4070","LCNL1"
"4071","LCOR"
"4072","LCP1"
"4073","LCP2"
"4074","LDAH"
"4075","LDB2"
"4076","LDB3"
"4077","LDHA"
"4078","LDHB"
"4079","LDLR"
"4080","LDLRAD3"
"4081","LDLRAP1"
"4082","LDOC1"
"4083","LEAP2"
"4084","LEF1"
"4085","LEMD2"
"4086","LEMD3"
"4087","LENG1"
"4088","LENG8"
"4089","LENG9"
"4090","LEPROT"
"4091","LEPROTL1"
"4092","LETM1"
"4093","LETMD1"
"4094","LFNG"
"4095","LGALS1"
"4096","LGALS2"
"4097","LGALS3"
"4098","LGALS3BP"
"4099","LGALS4"
"4100","LGALS9"
"4101","LGALSL"
"4102","LGI2"
"4103","LGI4"
"4104","LGMN"
"4105","LGR4"
"4106","LGR5"
"4107","LHFPL2"
"4108","LHFPL6"
"4109","LHPP"
"4110","LHX6"
"4111","LIAS"
"4112","LIF"
"4113","LIFR"
"4114","LIG1"
"4115","LIG3"
"4116","LIG4"
"4117","LILRA2"
"4118","LILRB1"
"4119","LILRB3"
"4120","LILRB5"
"4121","LIMA1"
"4122","LIMCH1"
"4123","LIME1"
"4124","LIMK2"
"4125","LIMS1"
"4126","LIMS2"
"4127","LIN37"
"4128","LIN52"
"4129","LIN7B"
"4130","LINC00174"
"4131","LINC00467"
"4132","LINC00909"
"4133","LIPA"
"4134","LIPG"
"4135","LIPH"
"4136","LIPT1"
"4137","LITAF"
"4138","LIX1L"
"4139","LLGL1"
"4140","LLGL2"
"4141","LMAN1"
"4142","LMAN2"
"4143","LMAN2L"
"4144","LMBR1"
"4145","LMBRD1"
"4146","LMCD1"
"4147","LMF1"
"4148","LMF2"
"4149","LMLN"
"4150","LMNA"
"4151","LMNB1"
"4152","LMNB2"
"4153","LMNTD2"
"4154","LMO4"
"4155","LMO7"
"4156","LMOD1"
"4157","LNPK"
"4158","LNX2"
"4159","LONP1"
"4160","LONP2"
"4161","LONRF1"
"4162","LOX"
"4163","LOXL1"
"4164","LOXL3"
"4165","LOXL4"
"4166","LPAR2"
"4167","LPAR5"
"4168","LPAR6"
"4169","LPCAT1"
"4170","LPCAT2"
"4171","LPCAT3"
"4172","LPCAT4"
"4173","LPGAT1"
"4174","LPIN1"
"4175","LPIN2"
"4176","LPL"
"4177","LPP"
"4178","LPXN"
"4179","LRATD2"
"4180","LRBA"
"4181","LRCH3"
"4182","LRCH4"
"4183","LRFN3"
"4184","LRFN4"
"4185","LRG1"
"4186","LRIG1"
"4187","LRIG3"
"4188","LRMDA"
"4189","LRP1"
"4190","LRP10"
"4191","LRP11"
"4192","LRP4"
"4193","LRP5"
"4194","LRP5L"
"4195","LRP8"
"4196","LRPAP1"
"4197","LRPPRC"
"4198","LRR1"
"4199","LRRC1"
"4200","LRRC14"
"4201","LRRC20"
"4202","LRRC23"
"4203","LRRC31"
"4204","LRRC32"
"4205","LRRC37A2"
"4206","LRRC37B"
"4207","LRRC41"
"4208","LRRC42"
"4209","LRRC45"
"4210","LRRC56"
"4211","LRRC57"
"4212","LRRC59"
"4213","LRRC75A"
"4214","LRRC75B"
"4215","LRRC8A"
"4216","LRRC8C"
"4217","LRRC8D"
"4218","LRRCC1"
"4219","LRRFIP1"
"4220","LRRK1"
"4221","LRRK2"
"4222","LRRN4CL"
"4223","LRWD1"
"4224","LSAMP"
"4225","LSG1"
"4226","LSM1"
"4227","LSM10"
"4228","LSM11"
"4229","LSM14A"
"4230","LSM14B"
"4231","LSM2"
"4232","LSM3"
"4233","LSM4"
"4234","LSM5"
"4235","LSM6"
"4236","LSM7"
"4237","LSM8"
"4238","LSP1"
"4239","LSR"
"4240","LST1"
"4241","LTA"
"4242","LTA4H"
"4243","LTB"
"4244","LTB4R"
"4245","LTBP1"
"4246","LTBP3"
"4247","LTBP4"
"4248","LTBR"
"4249","LTC4S"
"4250","LTF"
"4251","LTO1"
"4252","LTV1"
"4253","LUC7L"
"4254","LUC7L3"
"4255","LUM"
"4256","LURAP1"
"4257","LUZP1"
"4258","LXN"
"4259","LY6E"
"4260","LY75"
"4261","LY86"
"4262","LY96"
"4263","LYAR"
"4264","LYL1"
"4265","LYN"
"4266","LYPLA2"
"4267","LYPLAL1"
"4268","LYRM1"
"4269","LYRM2"
"4270","LYRM4"
"4271","LYSMD1"
"4272","LYSMD3"
"4273","LYSMD4"
"4274","LYZ"
"4275","LZIC"
"4276","LZTFL1"
"4277","LZTR1"
"4278","LZTS2"
"4279","LZTS3"
"4280","M6PR"
"4281","MACC1"
"4282","MACF1"
"4283","MACIR"
"4284","MACO1"
"4285","MACROD1"
"4286","MACROH2A1"
"4287","MACROH2A2"
"4288","MAD1L1"
"4289","MAD2L1"
"4290","MAD2L1BP"
"4291","MAD2L2"
"4292","MADCAM1"
"4293","MAEA"
"4294","MAF"
"4295","MAF1"
"4296","MAFB"
"4297","MAFF"
"4298","MAFG"
"4299","MAFK"
"4300","MAGED1"
"4301","MAGED2"
"4302","MAGEE1"
"4303","MAGEF1"
"4304","MAGI3"
"4305","MAGOH"
"4306","MAGOHB"
"4307","MAGT1"
"4308","MAIP1"
"4309","MAK16"
"4310","MAL"
"4311","MALL"
"4312","MALSU1"
"4313","MALT1"
"4314","MAMDC2"
"4315","MAMDC4"
"4316","MAMLD1"
"4317","MAMSTR"
"4318","MAN1A1"
"4319","MAN1A2"
"4320","MAN1B1"
"4321","MAN1C1"
"4322","MAN2A2"
"4323","MAN2B1"
"4324","MAN2B2"
"4325","MAN2C1"
"4326","MANBA"
"4327","MANEA"
"4328","MANEAL"
"4329","MANF"
"4330","MANSC1"
"4331","MAOA"
"4332","MAP11"
"4333","MAP1LC3B"
"4334","MAP1S"
"4335","MAP2K1"
"4336","MAP2K4"
"4337","MAP3K10"
"4338","MAP3K11"
"4339","MAP3K12"
"4340","MAP3K13"
"4341","MAP3K14"
"4342","MAP3K20"
"4343","MAP3K21"
"4344","MAP3K3"
"4345","MAP3K4"
"4346","MAP3K6"
"4347","MAP3K7"
"4348","MAP3K7CL"
"4349","MAP3K8"
"4350","MAP4"
"4351","MAP4K1"
"4352","MAP4K2"
"4353","MAP4K3"
"4354","MAP4K5"
"4355","MAP6D1"
"4356","MAP7"
"4357","MAP7D1"
"4358","MAP9"
"4359","MAPK1"
"4360","MAPK13"
"4361","MAPK14"
"4362","MAPK1IP1L"
"4363","MAPK3"
"4364","MAPK6"
"4365","MAPK7"
"4366","MAPK8"
"4367","MAPK8IP3"
"4368","MAPK9"
"4369","MAPKAP1"
"4370","MAPKAPK3"
"4371","MAPKAPK5"
"4372","MAPKBP1"
"4373","MAPRE1"
"4374","MAPRE2"
"4375","MARCHF1"
"4376","MARCHF2"
"4377","MARCHF3"
"4378","MARCHF5"
"4379","MARCHF6"
"4380","MARCHF7"
"4381","MARCHF9"
"4382","MARCKS"
"4383","MARCKSL1"
"4384","MARCO"
"4385","MARF1"
"4386","MARK3"
"4387","MARS1"
"4388","MARVELD2"
"4389","MARVELD3"
"4390","MAST2"
"4391","MASTL"
"4392","MAT2A"
"4393","MAT2B"
"4394","MATN2"
"4395","MAU2"
"4396","MAVS"
"4397","MAZ"
"4398","MB21D2"
"4399","MBD1"
"4400","MBD2"
"4401","MBD3"
"4402","MBD4"
"4403","MBD6"
"4404","MBNL2"
"4405","MBOAT1"
"4406","MBOAT2"
"4407","MBOAT7"
"4408","MBP"
"4409","MBTD1"
"4410","MBTPS1"
"4411","MC1R"
"4412","MCAM"
"4413","MCAT"
"4414","MCC"
"4415","MCCC1"
"4416","MCCC2"
"4417","MCEE"
"4418","MCFD2"
"4419","MCL1"
"4420","MCM10"
"4421","MCM2"
"4422","MCM3"
"4423","MCM3AP"
"4424","MCM4"
"4425","MCM6"
"4426","MCM7"
"4427","MCM9"
"4428","MCMBP"
"4429","MCOLN1"
"4430","MCPH1"
"4431","MCRIP1"
"4432","MCRIP2"
"4433","MCRS1"
"4434","MCTP1"
"4435","MCTP2"
"4436","MCTS1"
"4437","MCU"
"4438","MCUB"
"4439","MCUR1"
"4440","MDC1"
"4441","MDGA1"
"4442","MDH1"
"4443","MDH2"
"4444","MDK"
"4445","MDM1"
"4446","MDM2"
"4447","MDM4"
"4448","MDP1"
"4449","ME1"
"4450","ME2"
"4451","ME3"
"4452","MEA1"
"4453","MEAF6"
"4454","MEAK7"
"4455","MECOM"
"4456","MECR"
"4457","MED1"
"4458","MED10"
"4459","MED11"
"4460","MED12"
"4461","MED13"
"4462","MED15"
"4463","MED16"
"4464","MED17"
"4465","MED19"
"4466","MED20"
"4467","MED21"
"4468","MED22"
"4469","MED24"
"4470","MED25"
"4471","MED26"
"4472","MED28"
"4473","MED29"
"4474","MED30"
"4475","MED4"
"4476","MED6"
"4477","MED7"
"4478","MED8"
"4479","MED9"
"4480","MEF2A"
"4481","MEF2C"
"4482","MEF2D"
"4483","MEFV"
"4484","MEGF8"
"4485","MEGF9"
"4486","MEIS2"
"4487","MEIS3"
"4488","MELTF"
"4489","MEMO1"
"4490","MEN1"
"4491","MEOX1"
"4492","MEPCE"
"4493","MERTK"
"4494","MESD"
"4495","MESP1"
"4496","MET"
"4497","METAP1"
"4498","METAP2"
"4499","METRN"
"4500","METRNL"
"4501","METTL14"
"4502","METTL16"
"4503","METTL21A"
"4504","METTL22"
"4505","METTL23"
"4506","METTL26"
"4507","METTL27"
"4508","METTL2A"
"4509","METTL2B"
"4510","METTL3"
"4511","METTL5"
"4512","METTL7A"
"4513","METTL7B"
"4514","METTL9"
"4515","MFAP1"
"4516","MFAP3"
"4517","MFAP4"
"4518","MFAP5"
"4519","MFF"
"4520","MFGE8"
"4521","MFHAS1"
"4522","MFN1"
"4523","MFN2"
"4524","MFNG"
"4525","MFSD1"
"4526","MFSD10"
"4527","MFSD11"
"4528","MFSD12"
"4529","MFSD13A"
"4530","MFSD14A"
"4531","MFSD14B"
"4532","MFSD3"
"4533","MFSD4B"
"4534","MFSD5"
"4535","MFSD6"
"4536","MFSD6L"
"4537","MFSD8"
"4538","MFSD9"
"4539","MGA"
"4540","MGAT1"
"4541","MGAT2"
"4542","MGAT4A"
"4543","MGAT4B"
"4544","MGLL"
"4545","MGME1"
"4546","MGMT"
"4547","MGP"
"4548","MGRN1"
"4549","MGST2"
"4550","MGST3"
"4551","MIA"
"4552","MIB1"
"4553","MIB2"
"4554","MICAL1"
"4555","MICALL1"
"4556","MICB"
"4557","MICOS10"
"4558","MICOS13"
"4559","MICU1"
"4560","MICU2"
"4561","MID1IP1"
"4562","MID2"
"4563","MIDEAS"
"4564","MIDN"
"4565","MIEF1"
"4566","MIEN1"
"4567","MIER1"
"4568","MIER2"
"4569","MIER3"
"4570","MIF"
"4571","MIF4GD"
"4572","MIGA2"
"4573","MIIP"
"4574","MINDY1"
"4575","MINDY2"
"4576","MINDY3"
"4577","MINDY4"
"4578","MINK1"
"4579","MINPP1"
"4580","MIOS"
"4581","MIPEP"
"4582","MIR22HG"
"4583","MIS18BP1"
"4584","MISP"
"4585","MITD1"
"4586","MKI67"
"4587","MKLN1"
"4588","MKNK1"
"4589","MKNK2"
"4590","MKRN1"
"4591","MKRN2"
"4592","MLEC"
"4593","MLF1"
"4594","MLF2"
"4595","MLH1"
"4596","MLH3"
"4597","MLKL"
"4598","MLLT10"
"4599","MLLT11"
"4600","MLLT6"
"4601","MLST8"
"4602","MLX"
"4603","MLXIP"
"4604","MLXIPL"
"4605","MLYCD"
"4606","MMAB"
"4607","MMACHC"
"4608","MMADHC"
"4609","MMD"
"4610","MME"
"4611","MMP11"
"4612","MMP15"
"4613","MMP19"
"4614","MMP2"
"4615","MMP28"
"4616","MMP7"
"4617","MMP9"
"4618","MMRN2"
"4619","MMS19"
"4620","MMUT"
"4621","MN1"
"4622","MNAT1"
"4623","MND1"
"4624","MNDA"
"4625","MNS1"
"4626","MNT"
"4627","MOAP1"
"4628","MOB1B"
"4629","MOB2"
"4630","MOB3A"
"4631","MOB3B"
"4632","MOB3C"
"4633","MOB4"
"4634","MOCS3"
"4635","MOGS"
"4636","MOK"
"4637","MON1A"
"4638","MON1B"
"4639","MON2"
"4640","MORC2"
"4641","MORC3"
"4642","MORF4"
"4643","MORF4L1"
"4644","MOSPD3"
"4645","MOV10"
"4646","MOXD1"
"4647","MPC1"
"4648","MPC2"
"4649","MPDU1"
"4650","MPDZ"
"4651","MPHOSPH10"
"4652","MPHOSPH6"
"4653","MPHOSPH8"
"4654","MPI"
"4655","MPLKIP"
"4656","MPND"
"4657","MPP1"
"4658","MPP2"
"4659","MPP5"
"4660","MPP7"
"4661","MPPE1"
"4662","MPRIP"
"4663","MPST"
"4664","MPV17"
"4665","MPV17L2"
"4666","MPZL1"
"4667","MPZL2"
"4668","MR1"
"4669","MRAS"
"4670","MRC2"
"4671","MREG"
"4672","MRFAP1"
"4673","MRFAP1L1"
"4674","MRGBP"
"4675","MRI1"
"4676","MRM1"
"4677","MRM3"
"4678","MRPL1"
"4679","MRPL10"
"4680","MRPL11"
"4681","MRPL12"
"4682","MRPL13"
"4683","MRPL14"
"4684","MRPL15"
"4685","MRPL16"
"4686","MRPL17"
"4687","MRPL18"
"4688","MRPL19"
"4689","MRPL2"
"4690","MRPL20"
"4691","MRPL21"
"4692","MRPL22"
"4693","MRPL23"
"4694","MRPL24"
"4695","MRPL27"
"4696","MRPL28"
"4697","MRPL30"
"4698","MRPL32"
"4699","MRPL33"
"4700","MRPL34"
"4701","MRPL35"
"4702","MRPL36"
"4703","MRPL37"
"4704","MRPL38"
"4705","MRPL39"
"4706","MRPL4"
"4707","MRPL40"
"4708","MRPL41"
"4709","MRPL42"
"4710","MRPL43"
"4711","MRPL44"
"4712","MRPL45"
"4713","MRPL46"
"4714","MRPL47"
"4715","MRPL48"
"4716","MRPL49"
"4717","MRPL50"
"4718","MRPL51"
"4719","MRPL52"
"4720","MRPL53"
"4721","MRPL54"
"4722","MRPL55"
"4723","MRPL57"
"4724","MRPL58"
"4725","MRPL9"
"4726","MRPS10"
"4727","MRPS11"
"4728","MRPS12"
"4729","MRPS14"
"4730","MRPS15"
"4731","MRPS16"
"4732","MRPS17"
"4733","MRPS18A"
"4734","MRPS18B"
"4735","MRPS2"
"4736","MRPS21"
"4737","MRPS22"
"4738","MRPS23"
"4739","MRPS24"
"4740","MRPS26"
"4741","MRPS27"
"4742","MRPS28"
"4743","MRPS30"
"4744","MRPS31"
"4745","MRPS33"
"4746","MRPS34"
"4747","MRPS35"
"4748","MRPS36"
"4749","MRPS5"
"4750","MRPS6"
"4751","MRPS7"
"4752","MRPS9"
"4753","MRRF"
"4754","MRS2"
"4755","MRTFA"
"4756","MRTFB"
"4757","MRTO4"
"4758","MS4A14"
"4759","MS4A6A"
"4760","MS4A7"
"4761","MSANTD2"
"4762","MSANTD3"
"4763","MSH2"
"4764","MSH3"
"4765","MSH5"
"4766","MSH6"
"4767","MSI2"
"4768","MSL2"
"4769","MSL3"
"4770","MSLN"
"4771","MSN"
"4772","MSRA"
"4773","MSRB1"
"4774","MSRB2"
"4775","MSRB3"
"4776","MST1R"
"4777","MSX1"
"4778","MT1E"
"4779","MT1F"
"4780","MT1G"
"4781","MT1X"
"4782","MT2A"
"4783","MTA1"
"4784","MTA3"
"4785","MTAP"
"4786","MTARC1"
"4787","MTARC2"
"4788","MTCH1"
"4789","MTCH2"
"4790","MTCL1"
"4791","MTDH"
"4792","MTERF1"
"4793","MTERF2"
"4794","MTERF3"
"4795","MTF1"
"4796","MTF2"
"4797","MTFMT"
"4798","MTFP1"
"4799","MTFR1"
"4800","MTG1"
"4801","MTG2"
"4802","MTHFD1"
"4803","MTHFD1L"
"4804","MTHFD2"
"4805","MTHFR"
"4806","MTHFS"
"4807","MTIF2"
"4808","MTIF3"
"4809","MTMR11"
"4810","MTMR12"
"4811","MTMR14"
"4812","MTMR2"
"4813","MTMR3"
"4814","MTMR4"
"4815","MTMR6"
"4816","MTMR9"
"4817","MTO1"
"4818","MTPAP"
"4819","MTR"
"4820","MTRES1"
"4821","MTREX"
"4822","MTRF1"
"4823","MTRF1L"
"4824","MTURN"
"4825","MTUS1"
"4826","MTX1"
"4827","MTX2"
"4828","MTX3"
"4829","MUC1"
"4830","MUC20"
"4831","MUL1"
"4832","MUS81"
"4833","MUTYH"
"4834","MVB12A"
"4835","MVB12B"
"4836","MVD"
"4837","MVK"
"4838","MVP"
"4839","MX1"
"4840","MX2"
"4841","MXD1"
"4842","MXD3"
"4843","MXD4"
"4844","MXRA5"
"4845","MXRA7"
"4846","MXRA8"
"4847","MYB"
"4848","MYBBP1A"
"4849","MYC"
"4850","MYCBP"
"4851","MYCBP2"
"4852","MYD88"
"4853","MYDGF"
"4854","MYEOV"
"4855","MYG1"
"4856","MYH10"
"4857","MYH11"
"4858","MYH14"
"4859","MYH9"
"4860","MYL12A"
"4861","MYL12B"
"4862","MYL5"
"4863","MYL6"
"4864","MYL6B"
"4865","MYL9"
"4866","MYLIP"
"4867","MYLK2"
"4868","MYO10"
"4869","MYO18A"
"4870","MYO19"
"4871","MYO1A"
"4872","MYO1B"
"4873","MYO1C"
"4874","MYO1D"
"4875","MYO1E"
"4876","MYO1F"
"4877","MYO1G"
"4878","MYO5B"
"4879","MYO5C"
"4880","MYO6"
"4881","MYO7A"
"4882","MYO9A"
"4883","MYO9B"
"4884","MYOF"
"4885","MYOM2"
"4886","MYORG"
"4887","MYOZ1"
"4888","MYPOP"
"4889","MYRF"
"4890","MZB1"
"4891","MZF1"
"4892","MZT1"
"4893","N4BP1"
"4894","N4BP2"
"4895","N4BP2L2"
"4896","NAA10"
"4897","NAA15"
"4898","NAA16"
"4899","NAA20"
"4900","NAA25"
"4901","NAA35"
"4902","NAA38"
"4903","NAA60"
"4904","NAA80"
"4905","NAAA"
"4906","NAALADL1"
"4907","NABP1"
"4908","NABP2"
"4909","NACA"
"4910","NACC1"
"4911","NACC2"
"4912","NADK2"
"4913","NADSYN1"
"4914","NAE1"
"4915","NAGA"
"4916","NAGK"
"4917","NAGLU"
"4918","NAGPA"
"4919","NAGS"
"4920","NAIF1"
"4921","NAIP"
"4922","NAMPT"
"4923","NANP"
"4924","NANS"
"4925","NAP1L1"
"4926","NAP1L4"
"4927","NAP1L5"
"4928","NAPB"
"4929","NAPG"
"4930","NAPRT"
"4931","NARF"
"4932","NARS1"
"4933","NARS2"
"4934","NASP"
"4935","NAT1"
"4936","NAT10"
"4937","NAT14"
"4938","NAT9"
"4939","NAV1"
"4940","NAXD"
"4941","NAXE"
"4942","NBAS"
"4943","NBEA"
"4944","NBL1"
"4945","NBPF11"
"4946","NBPF14"
"4947","NBPF15"
"4948","NBPF3"
"4949","NCAPD2"
"4950","NCAPD3"
"4951","NCAPG"
"4952","NCAPH2"
"4953","NCBP1"
"4954","NCBP2"
"4955","NCBP3"
"4956","NCDN"
"4957","NCEH1"
"4958","NCF2"
"4959","NCF4"
"4960","NCK2"
"4961","NCKAP1"
"4962","NCKAP1L"
"4963","NCKIPSD"
"4964","NCL"
"4965","NCOA1"
"4966","NCOA2"
"4967","NCOA3"
"4968","NCOA4"
"4969","NCOA5"
"4970","NCOA6"
"4971","NCOA7"
"4972","NCOR1"
"4973","NCOR2"
"4974","NCS1"
"4975","NDC1"
"4976","NDC80"
"4977","NDE1"
"4978","NDEL1"
"4979","NDFIP1"
"4980","NDFIP2"
"4981","NDN"
"4982","NDNF"
"4983","NDRG1"
"4984","NDRG2"
"4985","NDRG3"
"4986","NDRG4"
"4987","NDST1"
"4988","NDST2"
"4989","NDUFA1"
"4990","NDUFA10"
"4991","NDUFA11"
"4992","NDUFA12"
"4993","NDUFA13"
"4994","NDUFA3"
"4995","NDUFA4"
"4996","NDUFA4L2"
"4997","NDUFA5"
"4998","NDUFA7"
"4999","NDUFA8"
"5000","NDUFA9"
"5001","NDUFAB1"
"5002","NDUFAF2"
"5003","NDUFAF4"
"5004","NDUFAF6"
"5005","NDUFAF7"
"5006","NDUFB10"
"5007","NDUFB11"
"5008","NDUFB2"
"5009","NDUFB3"
"5010","NDUFB5"
"5011","NDUFB6"
"5012","NDUFB7"
"5013","NDUFB8"
"5014","NDUFC1"
"5015","NDUFC2"
"5016","NDUFS1"
"5017","NDUFS3"
"5018","NDUFS4"
"5019","NDUFS5"
"5020","NDUFS7"
"5021","NDUFS8"
"5022","NDUFV1"
"5023","NDUFV2"
"5024","NDUFV3"
"5025","NECAB3"
"5026","NECAP1"
"5027","NECAP2"
"5028","NECTIN1"
"5029","NECTIN2"
"5030","NECTIN3"
"5031","NECTIN4"
"5032","NEDD1"
"5033","NEDD4"
"5034","NEDD4L"
"5035","NEDD8"
"5036","NEIL1"
"5037","NEIL2"
"5038","NEK1"
"5039","NEK2"
"5040","NEK3"
"5041","NEK6"
"5042","NEK7"
"5043","NEK8"
"5044","NELFA"
"5045","NELFB"
"5046","NELFCD"
"5047","NELFE"
"5048","NEMF"
"5049","NEMP1"
"5050","NENF"
"5051","NEO1"
"5052","NEPRO"
"5053","NES"
"5054","NET1"
"5055","NETO2"
"5056","NEU1"
"5057","NEU3"
"5058","NEU4"
"5059","NEURL4"
"5060","NEXN"
"5061","NFATC1"
"5062","NFATC2IP"
"5063","NFATC4"
"5064","NFE2L1"
"5065","NFE2L2"
"5066","NFE2L3"
"5067","NFIA"
"5068","NFIB"
"5069","NFIC"
"5070","NFIL3"
"5071","NFIX"
"5072","NFKB1"
"5073","NFKBIB"
"5074","NFKBIE"
"5075","NFKBIL1"
"5076","NFKBIZ"
"5077","NFRKB"
"5078","NFU1"
"5079","NFX1"
"5080","NFXL1"
"5081","NFYA"
"5082","NFYC"
"5083","NGDN"
"5084","NGEF"
"5085","NGLY1"
"5086","NGRN"
"5087","NHEJ1"
"5088","NHLRC2"
"5089","NHLRC3"
"5090","NHP2"
"5091","NIBAN1"
"5092","NIBAN2"
"5093","NICN1"
"5094","NID1"
"5095","NID2"
"5096","NIF3L1"
"5097","NIFK"
"5098","NINJ1"
"5099","NINJ2"
"5100","NINL"
"5101","NIP7"
"5102","NIPA1"
"5103","NIPA2"
"5104","NIPAL1"
"5105","NIPAL2"
"5106","NIPAL3"
"5107","NIPBL"
"5108","NIPSNAP1"
"5109","NIPSNAP2"
"5110","NISCH"
"5111","NIT2"
"5112","NKAPD1"
"5113","NKD1"
"5114","NKD2"
"5115","NKG7"
"5116","NKIRAS1"
"5117","NKIRAS2"
"5118","NKRF"
"5119","NLE1"
"5120","NLGN2"
"5121","NLK"
"5122","NLN"
"5123","NLRC5"
"5124","NLRP1"
"5125","NLRP12"
"5126","NLRX1"
"5127","NMB"
"5128","NMD3"
"5129","NME1"
"5130","NME2"
"5131","NME3"
"5132","NME4"
"5133","NME6"
"5134","NME7"
"5135","NMI"
"5136","NMNAT3"
"5137","NMRAL1"
"5138","NMRK1"
"5139","NMT1"
"5140","NMU"
"5141","NNMT"
"5142","NNT"
"5143","NOA1"
"5144","NOB1"
"5145","NOC2L"
"5146","NOC3L"
"5147","NOC4L"
"5148","NOCT"
"5149","NOD1"
"5150","NOL10"
"5151","NOL11"
"5152","NOL12"
"5153","NOL3"
"5154","NOL6"
"5155","NOL7"
"5156","NOL8"
"5157","NOLC1"
"5158","NOMO1"
"5159","NOMO3"
"5160","NONO"
"5161","NOP10"
"5162","NOP14"
"5163","NOP16"
"5164","NOP53"
"5165","NOP56"
"5166","NOP58"
"5167","NOP9"
"5168","NOSIP"
"5169","NOSTRIN"
"5170","NOTCH1"
"5171","NOTCH2NLA"
"5172","NOTCH3"
"5173","NOXA1"
"5174","NOXO1"
"5175","NPAS2"
"5176","NPAT"
"5177","NPC2"
"5178","NPDC1"
"5179","NPEPL1"
"5180","NPEPPS"
"5181","NPFF"
"5182","NPHP3"
"5183","NPHP4"
"5184","NPIPA1"
"5185","NPL"
"5186","NPLOC4"
"5187","NPM3"
"5188","NPNT"
"5189","NPR2"
"5190","NPRL2"
"5191","NPRL3"
"5192","NPTN"
"5193","NPTXR"
"5194","NQO1"
"5195","NQO2"
"5196","NR0B2"
"5197","NR1D1"
"5198","NR1D2"
"5199","NR1H2"
"5200","NR1H3"
"5201","NR2C1"
"5202","NR2C2"
"5203","NR2C2AP"
"5204","NR2F1"
"5205","NR2F2"
"5206","NR2F6"
"5207","NR3C1"
"5208","NR4A2"
"5209","NRARP"
"5210","NRAS"
"5211","NRBP1"
"5212","NRBP2"
"5213","NRDC"
"5214","NREP"
"5215","NRF1"
"5216","NRGN"
"5217","NRIP1"
"5218","NRIP2"
"5219","NRIP3"
"5220","NRM"
"5221","NRP1"
"5222","NRROS"
"5223","NRSN2"
"5224","NSA2"
"5225","NSD1"
"5226","NSD2"
"5227","NSD3"
"5228","NSDHL"
"5229","NSF"
"5230","NSFL1C"
"5231","NSG1"
"5232","NSL1"
"5233","NSMAF"
"5234","NSMCE1"
"5235","NSMCE2"
"5236","NSMCE3"
"5237","NSMCE4A"
"5238","NSMF"
"5239","NSUN2"
"5240","NSUN4"
"5241","NSUN5"
"5242","NSUN5P1"
"5243","NSUN5P2"
"5244","NSUN6"
"5245","NT5C"
"5246","NT5C2"
"5247","NT5C3A"
"5248","NT5C3B"
"5249","NT5DC1"
"5250","NT5DC3"
"5251","NT5E"
"5252","NTAQ1"
"5253","NTHL1"
"5254","NTMT1"
"5255","NTN4"
"5256","NTPCR"
"5257","NUAK1"
